company_industry,field,level,company_name,job_summary,job_id,job_title,apply_link,post_link,skills,question_id,question,category,topics,avg(similarity)
Information Technology and Services and Telecommunications,Engineering and Information Technology,0.0,Nokia,"About Nokia At Nokia, we create technology that helps the world act together. As a trusted partner for critical networks, we are committed to innovation and technology leadership across mobile, fixed, and cloud networks. We create value with intellectual property and long-term research, led by the award-winning Nokia Bell Labs. Adhering to the highest standards of integrity and security, we help build the capabilities needed for a more productive, sustainable, and inclusive world. Watch our video to discover how we create meaningful interactions to drive human progress. About Network Infrastructure The mission of the Network Infrastructure (NI) Business Group is to be the most trusted partner for the world’s most critical network infrastructure. NI will respond to the ever-increasing demand for networks with higher capacity, greater reliability, faster speeds, and lower costs. About Nuage Networks At Nuage Networks we shape the transformation of Enterprise and Telecommunications networks through Software Defined Networking (SDN). Job Position Description The candidate will be responsible for full life cycle development of features associated with future releases of the Nuage VNS SD-WAN solution. Job Responsibilities & Competencies Contribute to all phases of software development, from requirements gathering through implementation and maintainance Participate in defining requirements with product management Design and develop complex modules of embedded code Troubleshoot and resolve defects. Support QA validation and customer support teams. Solid experience in Software Design and Development on Linux, BSD or VxWorks Solid understanding of Computer Networking concepts Solid programming experience in C, C++, Python Background in Layer 2 or Layer 3 VPN technologies (BGP, VPLS, IP-VPN, mVPN) Experience with Virtualized Switching Products such as OpenVswitch or Nexus 1000v and Server Virtualization expertise with KVM, Xen or Vmware ESXi is a huge plus Qualifications (Education, Technical Skills/Knowledge) BS in Computer Science or equivalent with 6-10 years of experience or MS in Computer Science or equivalent with 4-8 years of experience. Minimum Qualifications Bachelor’s degree or equivalent experience. Candidates with Bachelor´s in CS, EE, will be more relevant. Master’s degree a plus. Imagine creating technology that has the potential to change the world. Working with us, you will have a positive impact on people’s lives and help to overcome some of the world’s most pressing challenges. We act inclusively and respect the uniqueness of people. Nokia is an equal opportunity employer that is committed to diversity and inclusion. At Nokia, employment decisions are made regardless of sex, gender identity or expression, sexual orientation, race, ethnic origin, color, creed, religion, national origin, citizenship, age, marital status, physical or mental disability, genetic information or ancestry, protected Veteran or military status, or other characteristics protected by law. Nokia culture welcomes people as their true selves. Come create technology that helps the world act together. Job Software - Applied R&D Engineer Primary Location North Americas-United States-North Carolina-Raleigh Schedule Full-time",2661203607.0,Staff Software Engineer,,https://www.linkedin.com/jobs/view/staff-software-engineer-at-nokia-2661203607,"Software Development, Requirements Gathering, Implementation, Maintenance, Software Design, Embedded Code Development, Debugging, Troubleshooting, Linux, BSD, VxWorks, Computer Networking, C, C++, Python, Layer 2 VPN, Layer 3 VPN, BGP, VPLS, IP-VPN, mVPN, Virtualized Switching, OpenVswitch, Nexus 1000v, Server Virtualization, KVM, Xen, VMware ESXi, SD-WAN, Product Management, QA Support, Customer Support",112,What are your strengths?,General,"Self-awareness, communication, self-promotion",
Information Technology and Services and Telecommunications,Engineering and Information Technology,0.0,Nokia,"About Nokia At Nokia, we create technology that helps the world act together. As a trusted partner for critical networks, we are committed to innovation and technology leadership across mobile, fixed, and cloud networks. We create value with intellectual property and long-term research, led by the award-winning Nokia Bell Labs. Adhering to the highest standards of integrity and security, we help build the capabilities needed for a more productive, sustainable, and inclusive world. Watch our video to discover how we create meaningful interactions to drive human progress. About Network Infrastructure The mission of the Network Infrastructure (NI) Business Group is to be the most trusted partner for the world’s most critical network infrastructure. NI will respond to the ever-increasing demand for networks with higher capacity, greater reliability, faster speeds, and lower costs. About Nuage Networks At Nuage Networks we shape the transformation of Enterprise and Telecommunications networks through Software Defined Networking (SDN). Job Position Description The candidate will be responsible for full life cycle development of features associated with future releases of the Nuage VNS SD-WAN solution. Job Responsibilities & Competencies Contribute to all phases of software development, from requirements gathering through implementation and maintainance Participate in defining requirements with product management Design and develop complex modules of embedded code Troubleshoot and resolve defects. Support QA validation and customer support teams. Solid experience in Software Design and Development on Linux, BSD or VxWorks Solid understanding of Computer Networking concepts Solid programming experience in C, C++, Python Background in Layer 2 or Layer 3 VPN technologies (BGP, VPLS, IP-VPN, mVPN) Experience with Virtualized Switching Products such as OpenVswitch or Nexus 1000v and Server Virtualization expertise with KVM, Xen or Vmware ESXi is a huge plus Qualifications (Education, Technical Skills/Knowledge) BS in Computer Science or equivalent with 6-10 years of experience or MS in Computer Science or equivalent with 4-8 years of experience. Minimum Qualifications Bachelor’s degree or equivalent experience. Candidates with Bachelor´s in CS, EE, will be more relevant. Master’s degree a plus. Imagine creating technology that has the potential to change the world. Working with us, you will have a positive impact on people’s lives and help to overcome some of the world’s most pressing challenges. We act inclusively and respect the uniqueness of people. Nokia is an equal opportunity employer that is committed to diversity and inclusion. At Nokia, employment decisions are made regardless of sex, gender identity or expression, sexual orientation, race, ethnic origin, color, creed, religion, national origin, citizenship, age, marital status, physical or mental disability, genetic information or ancestry, protected Veteran or military status, or other characteristics protected by law. Nokia culture welcomes people as their true selves. Come create technology that helps the world act together. Job Software - Applied R&D Engineer Primary Location North Americas-United States-North Carolina-Raleigh Schedule Full-time",2661203607.0,Staff Software Engineer,,https://www.linkedin.com/jobs/view/staff-software-engineer-at-nokia-2661203607,"Software Development, Requirements Gathering, Implementation, Maintenance, Software Design, Embedded Code Development, Debugging, Troubleshooting, Linux, BSD, VxWorks, Computer Networking, C, C++, Python, Layer 2 VPN, Layer 3 VPN, BGP, VPLS, IP-VPN, mVPN, Virtualized Switching, OpenVswitch, Nexus 1000v, Server Virtualization, KVM, Xen, VMware ESXi, SD-WAN, Product Management, QA Support, Customer Support",113,What are your weaknesses?,General,"Self-awareness, honesty, self-reflection, communication",
Information Technology and Services and Telecommunications,Engineering and Information Technology,0.0,Nokia,"About Nokia At Nokia, we create technology that helps the world act together. As a trusted partner for critical networks, we are committed to innovation and technology leadership across mobile, fixed, and cloud networks. We create value with intellectual property and long-term research, led by the award-winning Nokia Bell Labs. Adhering to the highest standards of integrity and security, we help build the capabilities needed for a more productive, sustainable, and inclusive world. Watch our video to discover how we create meaningful interactions to drive human progress. About Network Infrastructure The mission of the Network Infrastructure (NI) Business Group is to be the most trusted partner for the world’s most critical network infrastructure. NI will respond to the ever-increasing demand for networks with higher capacity, greater reliability, faster speeds, and lower costs. About Nuage Networks At Nuage Networks we shape the transformation of Enterprise and Telecommunications networks through Software Defined Networking (SDN). Job Position Description The candidate will be responsible for full life cycle development of features associated with future releases of the Nuage VNS SD-WAN solution. Job Responsibilities & Competencies Contribute to all phases of software development, from requirements gathering through implementation and maintainance Participate in defining requirements with product management Design and develop complex modules of embedded code Troubleshoot and resolve defects. Support QA validation and customer support teams. Solid experience in Software Design and Development on Linux, BSD or VxWorks Solid understanding of Computer Networking concepts Solid programming experience in C, C++, Python Background in Layer 2 or Layer 3 VPN technologies (BGP, VPLS, IP-VPN, mVPN) Experience with Virtualized Switching Products such as OpenVswitch or Nexus 1000v and Server Virtualization expertise with KVM, Xen or Vmware ESXi is a huge plus Qualifications (Education, Technical Skills/Knowledge) BS in Computer Science or equivalent with 6-10 years of experience or MS in Computer Science or equivalent with 4-8 years of experience. Minimum Qualifications Bachelor’s degree or equivalent experience. Candidates with Bachelor´s in CS, EE, will be more relevant. Master’s degree a plus. Imagine creating technology that has the potential to change the world. Working with us, you will have a positive impact on people’s lives and help to overcome some of the world’s most pressing challenges. We act inclusively and respect the uniqueness of people. Nokia is an equal opportunity employer that is committed to diversity and inclusion. At Nokia, employment decisions are made regardless of sex, gender identity or expression, sexual orientation, race, ethnic origin, color, creed, religion, national origin, citizenship, age, marital status, physical or mental disability, genetic information or ancestry, protected Veteran or military status, or other characteristics protected by law. Nokia culture welcomes people as their true selves. Come create technology that helps the world act together. Job Software - Applied R&D Engineer Primary Location North Americas-United States-North Carolina-Raleigh Schedule Full-time",2661203607.0,Staff Software Engineer,,https://www.linkedin.com/jobs/view/staff-software-engineer-at-nokia-2661203607,"Software Development, Requirements Gathering, Implementation, Maintenance, Software Design, Embedded Code Development, Debugging, Troubleshooting, Linux, BSD, VxWorks, Computer Networking, C, C++, Python, Layer 2 VPN, Layer 3 VPN, BGP, VPLS, IP-VPN, mVPN, Virtualized Switching, OpenVswitch, Nexus 1000v, Server Virtualization, KVM, Xen, VMware ESXi, SD-WAN, Product Management, QA Support, Customer Support",114,Why are you interested in working for [insert company name here]?,General,"Research skills, Communication skills, Persuasion skills, Self-awareness",
Information Technology and Services and Telecommunications,Engineering and Information Technology,0.0,Nokia,"About Nokia At Nokia, we create technology that helps the world act together. As a trusted partner for critical networks, we are committed to innovation and technology leadership across mobile, fixed, and cloud networks. We create value with intellectual property and long-term research, led by the award-winning Nokia Bell Labs. Adhering to the highest standards of integrity and security, we help build the capabilities needed for a more productive, sustainable, and inclusive world. Watch our video to discover how we create meaningful interactions to drive human progress. About Network Infrastructure The mission of the Network Infrastructure (NI) Business Group is to be the most trusted partner for the world’s most critical network infrastructure. NI will respond to the ever-increasing demand for networks with higher capacity, greater reliability, faster speeds, and lower costs. About Nuage Networks At Nuage Networks we shape the transformation of Enterprise and Telecommunications networks through Software Defined Networking (SDN). Job Position Description The candidate will be responsible for full life cycle development of features associated with future releases of the Nuage VNS SD-WAN solution. Job Responsibilities & Competencies Contribute to all phases of software development, from requirements gathering through implementation and maintainance Participate in defining requirements with product management Design and develop complex modules of embedded code Troubleshoot and resolve defects. Support QA validation and customer support teams. Solid experience in Software Design and Development on Linux, BSD or VxWorks Solid understanding of Computer Networking concepts Solid programming experience in C, C++, Python Background in Layer 2 or Layer 3 VPN technologies (BGP, VPLS, IP-VPN, mVPN) Experience with Virtualized Switching Products such as OpenVswitch or Nexus 1000v and Server Virtualization expertise with KVM, Xen or Vmware ESXi is a huge plus Qualifications (Education, Technical Skills/Knowledge) BS in Computer Science or equivalent with 6-10 years of experience or MS in Computer Science or equivalent with 4-8 years of experience. Minimum Qualifications Bachelor’s degree or equivalent experience. Candidates with Bachelor´s in CS, EE, will be more relevant. Master’s degree a plus. Imagine creating technology that has the potential to change the world. Working with us, you will have a positive impact on people’s lives and help to overcome some of the world’s most pressing challenges. We act inclusively and respect the uniqueness of people. Nokia is an equal opportunity employer that is committed to diversity and inclusion. At Nokia, employment decisions are made regardless of sex, gender identity or expression, sexual orientation, race, ethnic origin, color, creed, religion, national origin, citizenship, age, marital status, physical or mental disability, genetic information or ancestry, protected Veteran or military status, or other characteristics protected by law. Nokia culture welcomes people as their true selves. Come create technology that helps the world act together. Job Software - Applied R&D Engineer Primary Location North Americas-United States-North Carolina-Raleigh Schedule Full-time",2661203607.0,Staff Software Engineer,,https://www.linkedin.com/jobs/view/staff-software-engineer-at-nokia-2661203607,"Software Development, Requirements Gathering, Implementation, Maintenance, Software Design, Embedded Code Development, Debugging, Troubleshooting, Linux, BSD, VxWorks, Computer Networking, C, C++, Python, Layer 2 VPN, Layer 3 VPN, BGP, VPLS, IP-VPN, mVPN, Virtualized Switching, OpenVswitch, Nexus 1000v, Server Virtualization, KVM, Xen, VMware ESXi, SD-WAN, Product Management, QA Support, Customer Support",115,Where do you see yourself in five years? Ten years?,General,"Career planning, foresight, self-awareness, long-term goals, ambition",
Information Technology and Services and Telecommunications,Engineering and Information Technology,0.0,Nokia,"About Nokia At Nokia, we create technology that helps the world act together. As a trusted partner for critical networks, we are committed to innovation and technology leadership across mobile, fixed, and cloud networks. We create value with intellectual property and long-term research, led by the award-winning Nokia Bell Labs. Adhering to the highest standards of integrity and security, we help build the capabilities needed for a more productive, sustainable, and inclusive world. Watch our video to discover how we create meaningful interactions to drive human progress. About Network Infrastructure The mission of the Network Infrastructure (NI) Business Group is to be the most trusted partner for the world’s most critical network infrastructure. NI will respond to the ever-increasing demand for networks with higher capacity, greater reliability, faster speeds, and lower costs. About Nuage Networks At Nuage Networks we shape the transformation of Enterprise and Telecommunications networks through Software Defined Networking (SDN). Job Position Description The candidate will be responsible for full life cycle development of features associated with future releases of the Nuage VNS SD-WAN solution. Job Responsibilities & Competencies Contribute to all phases of software development, from requirements gathering through implementation and maintainance Participate in defining requirements with product management Design and develop complex modules of embedded code Troubleshoot and resolve defects. Support QA validation and customer support teams. Solid experience in Software Design and Development on Linux, BSD or VxWorks Solid understanding of Computer Networking concepts Solid programming experience in C, C++, Python Background in Layer 2 or Layer 3 VPN technologies (BGP, VPLS, IP-VPN, mVPN) Experience with Virtualized Switching Products such as OpenVswitch or Nexus 1000v and Server Virtualization expertise with KVM, Xen or Vmware ESXi is a huge plus Qualifications (Education, Technical Skills/Knowledge) BS in Computer Science or equivalent with 6-10 years of experience or MS in Computer Science or equivalent with 4-8 years of experience. Minimum Qualifications Bachelor’s degree or equivalent experience. Candidates with Bachelor´s in CS, EE, will be more relevant. Master’s degree a plus. Imagine creating technology that has the potential to change the world. Working with us, you will have a positive impact on people’s lives and help to overcome some of the world’s most pressing challenges. We act inclusively and respect the uniqueness of people. Nokia is an equal opportunity employer that is committed to diversity and inclusion. At Nokia, employment decisions are made regardless of sex, gender identity or expression, sexual orientation, race, ethnic origin, color, creed, religion, national origin, citizenship, age, marital status, physical or mental disability, genetic information or ancestry, protected Veteran or military status, or other characteristics protected by law. Nokia culture welcomes people as their true selves. Come create technology that helps the world act together. Job Software - Applied R&D Engineer Primary Location North Americas-United States-North Carolina-Raleigh Schedule Full-time",2661203607.0,Staff Software Engineer,,https://www.linkedin.com/jobs/view/staff-software-engineer-at-nokia-2661203607,"Software Development, Requirements Gathering, Implementation, Maintenance, Software Design, Embedded Code Development, Debugging, Troubleshooting, Linux, BSD, VxWorks, Computer Networking, C, C++, Python, Layer 2 VPN, Layer 3 VPN, BGP, VPLS, IP-VPN, mVPN, Virtualized Switching, OpenVswitch, Nexus 1000v, Server Virtualization, KVM, Xen, VMware ESXi, SD-WAN, Product Management, QA Support, Customer Support",116,Why do you want to leave your current company?,General,"Communication skills, self-awareness, critical thinking, problem-solving",
Information Technology and Services and Telecommunications,Engineering and Information Technology,0.0,Nokia,"About Nokia At Nokia, we create technology that helps the world act together. As a trusted partner for critical networks, we are committed to innovation and technology leadership across mobile, fixed, and cloud networks. We create value with intellectual property and long-term research, led by the award-winning Nokia Bell Labs. Adhering to the highest standards of integrity and security, we help build the capabilities needed for a more productive, sustainable, and inclusive world. Watch our video to discover how we create meaningful interactions to drive human progress. About Network Infrastructure The mission of the Network Infrastructure (NI) Business Group is to be the most trusted partner for the world’s most critical network infrastructure. NI will respond to the ever-increasing demand for networks with higher capacity, greater reliability, faster speeds, and lower costs. About Nuage Networks At Nuage Networks we shape the transformation of Enterprise and Telecommunications networks through Software Defined Networking (SDN). Job Position Description The candidate will be responsible for full life cycle development of features associated with future releases of the Nuage VNS SD-WAN solution. Job Responsibilities & Competencies Contribute to all phases of software development, from requirements gathering through implementation and maintainance Participate in defining requirements with product management Design and develop complex modules of embedded code Troubleshoot and resolve defects. Support QA validation and customer support teams. Solid experience in Software Design and Development on Linux, BSD or VxWorks Solid understanding of Computer Networking concepts Solid programming experience in C, C++, Python Background in Layer 2 or Layer 3 VPN technologies (BGP, VPLS, IP-VPN, mVPN) Experience with Virtualized Switching Products such as OpenVswitch or Nexus 1000v and Server Virtualization expertise with KVM, Xen or Vmware ESXi is a huge plus Qualifications (Education, Technical Skills/Knowledge) BS in Computer Science or equivalent with 6-10 years of experience or MS in Computer Science or equivalent with 4-8 years of experience. Minimum Qualifications Bachelor’s degree or equivalent experience. Candidates with Bachelor´s in CS, EE, will be more relevant. Master’s degree a plus. Imagine creating technology that has the potential to change the world. Working with us, you will have a positive impact on people’s lives and help to overcome some of the world’s most pressing challenges. We act inclusively and respect the uniqueness of people. Nokia is an equal opportunity employer that is committed to diversity and inclusion. At Nokia, employment decisions are made regardless of sex, gender identity or expression, sexual orientation, race, ethnic origin, color, creed, religion, national origin, citizenship, age, marital status, physical or mental disability, genetic information or ancestry, protected Veteran or military status, or other characteristics protected by law. Nokia culture welcomes people as their true selves. Come create technology that helps the world act together. Job Software - Applied R&D Engineer Primary Location North Americas-United States-North Carolina-Raleigh Schedule Full-time",2661203607.0,Staff Software Engineer,,https://www.linkedin.com/jobs/view/staff-software-engineer-at-nokia-2661203607,"Software Development, Requirements Gathering, Implementation, Maintenance, Software Design, Embedded Code Development, Debugging, Troubleshooting, Linux, BSD, VxWorks, Computer Networking, C, C++, Python, Layer 2 VPN, Layer 3 VPN, BGP, VPLS, IP-VPN, mVPN, Virtualized Switching, OpenVswitch, Nexus 1000v, Server Virtualization, KVM, Xen, VMware ESXi, SD-WAN, Product Management, QA Support, Customer Support",117,Why was there a gap in your employment between [insert date] and [insert date]?,General,"Communication skills, Honesty,  Problem-solving skills,  Self-awareness",
Information Technology and Services and Telecommunications,Engineering and Information Technology,0.0,Nokia,"About Nokia At Nokia, we create technology that helps the world act together. As a trusted partner for critical networks, we are committed to innovation and technology leadership across mobile, fixed, and cloud networks. We create value with intellectual property and long-term research, led by the award-winning Nokia Bell Labs. Adhering to the highest standards of integrity and security, we help build the capabilities needed for a more productive, sustainable, and inclusive world. Watch our video to discover how we create meaningful interactions to drive human progress. About Network Infrastructure The mission of the Network Infrastructure (NI) Business Group is to be the most trusted partner for the world’s most critical network infrastructure. NI will respond to the ever-increasing demand for networks with higher capacity, greater reliability, faster speeds, and lower costs. About Nuage Networks At Nuage Networks we shape the transformation of Enterprise and Telecommunications networks through Software Defined Networking (SDN). Job Position Description The candidate will be responsible for full life cycle development of features associated with future releases of the Nuage VNS SD-WAN solution. Job Responsibilities & Competencies Contribute to all phases of software development, from requirements gathering through implementation and maintainance Participate in defining requirements with product management Design and develop complex modules of embedded code Troubleshoot and resolve defects. Support QA validation and customer support teams. Solid experience in Software Design and Development on Linux, BSD or VxWorks Solid understanding of Computer Networking concepts Solid programming experience in C, C++, Python Background in Layer 2 or Layer 3 VPN technologies (BGP, VPLS, IP-VPN, mVPN) Experience with Virtualized Switching Products such as OpenVswitch or Nexus 1000v and Server Virtualization expertise with KVM, Xen or Vmware ESXi is a huge plus Qualifications (Education, Technical Skills/Knowledge) BS in Computer Science or equivalent with 6-10 years of experience or MS in Computer Science or equivalent with 4-8 years of experience. Minimum Qualifications Bachelor’s degree or equivalent experience. Candidates with Bachelor´s in CS, EE, will be more relevant. Master’s degree a plus. Imagine creating technology that has the potential to change the world. Working with us, you will have a positive impact on people’s lives and help to overcome some of the world’s most pressing challenges. We act inclusively and respect the uniqueness of people. Nokia is an equal opportunity employer that is committed to diversity and inclusion. At Nokia, employment decisions are made regardless of sex, gender identity or expression, sexual orientation, race, ethnic origin, color, creed, religion, national origin, citizenship, age, marital status, physical or mental disability, genetic information or ancestry, protected Veteran or military status, or other characteristics protected by law. Nokia culture welcomes people as their true selves. Come create technology that helps the world act together. Job Software - Applied R&D Engineer Primary Location North Americas-United States-North Carolina-Raleigh Schedule Full-time",2661203607.0,Staff Software Engineer,,https://www.linkedin.com/jobs/view/staff-software-engineer-at-nokia-2661203607,"Software Development, Requirements Gathering, Implementation, Maintenance, Software Design, Embedded Code Development, Debugging, Troubleshooting, Linux, BSD, VxWorks, Computer Networking, C, C++, Python, Layer 2 VPN, Layer 3 VPN, BGP, VPLS, IP-VPN, mVPN, Virtualized Switching, OpenVswitch, Nexus 1000v, Server Virtualization, KVM, Xen, VMware ESXi, SD-WAN, Product Management, QA Support, Customer Support",118,What can you offer us that someone else can not?,General,"Self-promotion, differentiation, unique selling proposition, persuasive communication, concise communication",
Information Technology and Services and Telecommunications,Engineering and Information Technology,0.0,Nokia,"About Nokia At Nokia, we create technology that helps the world act together. As a trusted partner for critical networks, we are committed to innovation and technology leadership across mobile, fixed, and cloud networks. We create value with intellectual property and long-term research, led by the award-winning Nokia Bell Labs. Adhering to the highest standards of integrity and security, we help build the capabilities needed for a more productive, sustainable, and inclusive world. Watch our video to discover how we create meaningful interactions to drive human progress. About Network Infrastructure The mission of the Network Infrastructure (NI) Business Group is to be the most trusted partner for the world’s most critical network infrastructure. NI will respond to the ever-increasing demand for networks with higher capacity, greater reliability, faster speeds, and lower costs. About Nuage Networks At Nuage Networks we shape the transformation of Enterprise and Telecommunications networks through Software Defined Networking (SDN). Job Position Description The candidate will be responsible for full life cycle development of features associated with future releases of the Nuage VNS SD-WAN solution. Job Responsibilities & Competencies Contribute to all phases of software development, from requirements gathering through implementation and maintainance Participate in defining requirements with product management Design and develop complex modules of embedded code Troubleshoot and resolve defects. Support QA validation and customer support teams. Solid experience in Software Design and Development on Linux, BSD or VxWorks Solid understanding of Computer Networking concepts Solid programming experience in C, C++, Python Background in Layer 2 or Layer 3 VPN technologies (BGP, VPLS, IP-VPN, mVPN) Experience with Virtualized Switching Products such as OpenVswitch or Nexus 1000v and Server Virtualization expertise with KVM, Xen or Vmware ESXi is a huge plus Qualifications (Education, Technical Skills/Knowledge) BS in Computer Science or equivalent with 6-10 years of experience or MS in Computer Science or equivalent with 4-8 years of experience. Minimum Qualifications Bachelor’s degree or equivalent experience. Candidates with Bachelor´s in CS, EE, will be more relevant. Master’s degree a plus. Imagine creating technology that has the potential to change the world. Working with us, you will have a positive impact on people’s lives and help to overcome some of the world’s most pressing challenges. We act inclusively and respect the uniqueness of people. Nokia is an equal opportunity employer that is committed to diversity and inclusion. At Nokia, employment decisions are made regardless of sex, gender identity or expression, sexual orientation, race, ethnic origin, color, creed, religion, national origin, citizenship, age, marital status, physical or mental disability, genetic information or ancestry, protected Veteran or military status, or other characteristics protected by law. Nokia culture welcomes people as their true selves. Come create technology that helps the world act together. Job Software - Applied R&D Engineer Primary Location North Americas-United States-North Carolina-Raleigh Schedule Full-time",2661203607.0,Staff Software Engineer,,https://www.linkedin.com/jobs/view/staff-software-engineer-at-nokia-2661203607,"Software Development, Requirements Gathering, Implementation, Maintenance, Software Design, Embedded Code Development, Debugging, Troubleshooting, Linux, BSD, VxWorks, Computer Networking, C, C++, Python, Layer 2 VPN, Layer 3 VPN, BGP, VPLS, IP-VPN, mVPN, Virtualized Switching, OpenVswitch, Nexus 1000v, Server Virtualization, KVM, Xen, VMware ESXi, SD-WAN, Product Management, QA Support, Customer Support",119,What are three things your former manager would like you to improve on?,General,"Self-awareness, self-reflection, honesty, critical thinking",
Information Technology and Services and Telecommunications,Engineering and Information Technology,0.0,Nokia,"About Nokia At Nokia, we create technology that helps the world act together. As a trusted partner for critical networks, we are committed to innovation and technology leadership across mobile, fixed, and cloud networks. We create value with intellectual property and long-term research, led by the award-winning Nokia Bell Labs. Adhering to the highest standards of integrity and security, we help build the capabilities needed for a more productive, sustainable, and inclusive world. Watch our video to discover how we create meaningful interactions to drive human progress. About Network Infrastructure The mission of the Network Infrastructure (NI) Business Group is to be the most trusted partner for the world’s most critical network infrastructure. NI will respond to the ever-increasing demand for networks with higher capacity, greater reliability, faster speeds, and lower costs. About Nuage Networks At Nuage Networks we shape the transformation of Enterprise and Telecommunications networks through Software Defined Networking (SDN). Job Position Description The candidate will be responsible for full life cycle development of features associated with future releases of the Nuage VNS SD-WAN solution. Job Responsibilities & Competencies Contribute to all phases of software development, from requirements gathering through implementation and maintainance Participate in defining requirements with product management Design and develop complex modules of embedded code Troubleshoot and resolve defects. Support QA validation and customer support teams. Solid experience in Software Design and Development on Linux, BSD or VxWorks Solid understanding of Computer Networking concepts Solid programming experience in C, C++, Python Background in Layer 2 or Layer 3 VPN technologies (BGP, VPLS, IP-VPN, mVPN) Experience with Virtualized Switching Products such as OpenVswitch or Nexus 1000v and Server Virtualization expertise with KVM, Xen or Vmware ESXi is a huge plus Qualifications (Education, Technical Skills/Knowledge) BS in Computer Science or equivalent with 6-10 years of experience or MS in Computer Science or equivalent with 4-8 years of experience. Minimum Qualifications Bachelor’s degree or equivalent experience. Candidates with Bachelor´s in CS, EE, will be more relevant. Master’s degree a plus. Imagine creating technology that has the potential to change the world. Working with us, you will have a positive impact on people’s lives and help to overcome some of the world’s most pressing challenges. We act inclusively and respect the uniqueness of people. Nokia is an equal opportunity employer that is committed to diversity and inclusion. At Nokia, employment decisions are made regardless of sex, gender identity or expression, sexual orientation, race, ethnic origin, color, creed, religion, national origin, citizenship, age, marital status, physical or mental disability, genetic information or ancestry, protected Veteran or military status, or other characteristics protected by law. Nokia culture welcomes people as their true selves. Come create technology that helps the world act together. Job Software - Applied R&D Engineer Primary Location North Americas-United States-North Carolina-Raleigh Schedule Full-time",2661203607.0,Staff Software Engineer,,https://www.linkedin.com/jobs/view/staff-software-engineer-at-nokia-2661203607,"Software Development, Requirements Gathering, Implementation, Maintenance, Software Design, Embedded Code Development, Debugging, Troubleshooting, Linux, BSD, VxWorks, Computer Networking, C, C++, Python, Layer 2 VPN, Layer 3 VPN, BGP, VPLS, IP-VPN, mVPN, Virtualized Switching, OpenVswitch, Nexus 1000v, Server Virtualization, KVM, Xen, VMware ESXi, SD-WAN, Product Management, QA Support, Customer Support",120,Are you willing to relocate?,General,"Adaptability, Willingness to relocate, Communication skills",
Information Technology and Services and Telecommunications,Engineering and Information Technology,0.0,Nokia,"About Nokia At Nokia, we create technology that helps the world act together. As a trusted partner for critical networks, we are committed to innovation and technology leadership across mobile, fixed, and cloud networks. We create value with intellectual property and long-term research, led by the award-winning Nokia Bell Labs. Adhering to the highest standards of integrity and security, we help build the capabilities needed for a more productive, sustainable, and inclusive world. Watch our video to discover how we create meaningful interactions to drive human progress. About Network Infrastructure The mission of the Network Infrastructure (NI) Business Group is to be the most trusted partner for the world’s most critical network infrastructure. NI will respond to the ever-increasing demand for networks with higher capacity, greater reliability, faster speeds, and lower costs. About Nuage Networks At Nuage Networks we shape the transformation of Enterprise and Telecommunications networks through Software Defined Networking (SDN). Job Position Description The candidate will be responsible for full life cycle development of features associated with future releases of the Nuage VNS SD-WAN solution. Job Responsibilities & Competencies Contribute to all phases of software development, from requirements gathering through implementation and maintainance Participate in defining requirements with product management Design and develop complex modules of embedded code Troubleshoot and resolve defects. Support QA validation and customer support teams. Solid experience in Software Design and Development on Linux, BSD or VxWorks Solid understanding of Computer Networking concepts Solid programming experience in C, C++, Python Background in Layer 2 or Layer 3 VPN technologies (BGP, VPLS, IP-VPN, mVPN) Experience with Virtualized Switching Products such as OpenVswitch or Nexus 1000v and Server Virtualization expertise with KVM, Xen or Vmware ESXi is a huge plus Qualifications (Education, Technical Skills/Knowledge) BS in Computer Science or equivalent with 6-10 years of experience or MS in Computer Science or equivalent with 4-8 years of experience. Minimum Qualifications Bachelor’s degree or equivalent experience. Candidates with Bachelor´s in CS, EE, will be more relevant. Master’s degree a plus. Imagine creating technology that has the potential to change the world. Working with us, you will have a positive impact on people’s lives and help to overcome some of the world’s most pressing challenges. We act inclusively and respect the uniqueness of people. Nokia is an equal opportunity employer that is committed to diversity and inclusion. At Nokia, employment decisions are made regardless of sex, gender identity or expression, sexual orientation, race, ethnic origin, color, creed, religion, national origin, citizenship, age, marital status, physical or mental disability, genetic information or ancestry, protected Veteran or military status, or other characteristics protected by law. Nokia culture welcomes people as their true selves. Come create technology that helps the world act together. Job Software - Applied R&D Engineer Primary Location North Americas-United States-North Carolina-Raleigh Schedule Full-time",2661203607.0,Staff Software Engineer,,https://www.linkedin.com/jobs/view/staff-software-engineer-at-nokia-2661203607,"Software Development, Requirements Gathering, Implementation, Maintenance, Software Design, Embedded Code Development, Debugging, Troubleshooting, Linux, BSD, VxWorks, Computer Networking, C, C++, Python, Layer 2 VPN, Layer 3 VPN, BGP, VPLS, IP-VPN, mVPN, Virtualized Switching, OpenVswitch, Nexus 1000v, Server Virtualization, KVM, Xen, VMware ESXi, SD-WAN, Product Management, QA Support, Customer Support",121,Are you willing to travel? *(Post COVID-19),General,"Flexibility, Adaptability, Willingness to relocate",
